Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Image,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.badge [single_line_text_field],Metafield: custom.product_story [multi_line_text_field],Metafield: custom.product_3d_model [single_line_text_field],Metafield: custom.color_data [json],Metafield: custom.catalogue_index [number_integer]
nova-aurora-cargo,,,,,,,Color,Olive,Size,34,NOVA-019-OLI-34,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Olive,Size,36,NOVA-019-OLI-36,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Black,Size,28,NOVA-019-BLA-28,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-black.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Black,Size,30,NOVA-019-BLA-30,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-black.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Black,Size,32,NOVA-019-BLA-32,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-black.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Black,Size,34,NOVA-019-BLA-34,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-black.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Black,Size,36,NOVA-019-BLA-36,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-black.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Sand,Size,28,NOVA-019-SAN-28,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-sand.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Sand,Size,30,NOVA-019-SAN-30,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-sand.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Sand,Size,32,NOVA-019-SAN-32,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-sand.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Sand,Size,34,NOVA-019-SAN-34,shopify,60,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-sand.png,,,,,,,,,
nova-aurora-cargo,,,,,,,Color,Sand,Size,36,NOVA-019-SAN-36,shopify,0,deny,manual,5199.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-sand.png,,,,,,,,,
nova-solace-cargo,NOVA Solace Cargo,"<p>A cotton ripstop trouser. Bellowed thigh pockets, drawcord waist, cut to break once over the shoe.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Trouser,"street, unisex",TRUE,Color,Charcoal,Size,28,NOVA-020-CHA-28,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-charcoal.png,1,NOVA Solace Cargo — Charcoal,active,,Bar-tacked at every stress point. Pocket bags cut deep enough to actually use.,cargo,"[{""name"":""Charcoal"",""swatch"":""#2C2D32"",""art"":""nova-cargo-charcoal""},{""name"":""Olive"",""swatch"":""#575A44"",""art"":""nova-cargo-olive""}]",20
nova-solace-cargo,,,,,,,Color,Charcoal,Size,30,NOVA-020-CHA-30,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,2,NOVA Solace Cargo — Olive,,,,,,
nova-solace-cargo,,,,,,,Color,Charcoal,Size,32,NOVA-020-CHA-32,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-charcoal.png,,,,,,,,,
nova-solace-cargo,,,,,,,Color,Charcoal,Size,34,NOVA-020-CHA-34,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-charcoal.png,,,,,,,,,
nova-solace-cargo,,,,,,,Color,Charcoal,Size,36,NOVA-020-CHA-36,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-charcoal.png,,,,,,,,,
nova-solace-cargo,,,,,,,Color,Olive,Size,28,NOVA-020-OLI-28,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,,,,,,,,,
nova-solace-cargo,,,,,,,Color,Olive,Size,30,NOVA-020-OLI-30,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,,,,,,,,,
nova-solace-cargo,,,,,,,Color,Olive,Size,32,NOVA-020-OLI-32,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,,,,,,,,,
nova-solace-cargo,,,,,,,Color,Olive,Size,34,NOVA-020-OLI-34,shopify,60,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,,,,,,,,,
nova-solace-cargo,,,,,,,Color,Olive,Size,36,NOVA-020-OLI-36,shopify,0,deny,manual,3999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-cargo-olive.png,,,,,,,,,
nova-tech-bomber,NOVA Tech Bomber,"<p>A matte technical shell jacket. Ribbed collar, cuff and hem with a two-way centre zip and a water-repellent finish.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Jacket,"street, unisex",TRUE,Color,Olive,Size,XS,NOVA-021-OLI-XS,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,1,NOVA Tech Bomber — Olive,active,,Shell bonded to a light mesh backer so it holds structure without bulk.,bomber,"[{""name"":""Olive"",""swatch"":""#575A44"",""art"":""nova-bomber-olive""},{""name"":""Ink"",""swatch"":""#1A1D24"",""art"":""nova-bomber-ink""},{""name"":""Charcoal"",""swatch"":""#2C2D32"",""art"":""nova-bomber-charcoal""}]",21
nova-tech-bomber,,,,,,,Color,Olive,Size,S,NOVA-021-OLI-S,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,2,NOVA Tech Bomber — Ink,,,,,,
nova-tech-bomber,,,,,,,Color,Olive,Size,M,NOVA-021-OLI-M,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,3,NOVA Tech Bomber — Charcoal,,,,,,
nova-tech-bomber,,,,,,,Color,Olive,Size,L,NOVA-021-OLI-L,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Olive,Size,XL,NOVA-021-OLI-XL,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Olive,Size,XXL,NOVA-021-OLI-XXL,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Ink,Size,XS,NOVA-021-INK-XS,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Ink,Size,S,NOVA-021-INK-S,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Ink,Size,M,NOVA-021-INK-M,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Ink,Size,L,NOVA-021-INK-L,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Ink,Size,XL,NOVA-021-INK-XL,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Ink,Size,XXL,NOVA-021-INK-XXL,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Charcoal,Size,XS,NOVA-021-CHA-XS,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Charcoal,Size,S,NOVA-021-CHA-S,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Charcoal,Size,M,NOVA-021-CHA-M,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Charcoal,Size,L,NOVA-021-CHA-L,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Charcoal,Size,XL,NOVA-021-CHA-XL,shopify,60,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-tech-bomber,,,,,,,Color,Charcoal,Size,XXL,NOVA-021-CHA-XXL,shopify,0,deny,manual,8899.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-quarry-bomber,NOVA Quarry Bomber,"<p>A matte technical shell jacket. Ribbed collar, cuff and hem with a two-way centre zip and a water-repellent finish.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Jacket,"street, unisex",TRUE,Color,Charcoal,Size,XS,NOVA-022-CHA-XS,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,1,NOVA Quarry Bomber — Charcoal,active,NEW,Shell bonded to a light mesh backer so it holds structure without bulk.,bomber,"[{""name"":""Charcoal"",""swatch"":""#2C2D32"",""art"":""nova-bomber-charcoal""},{""name"":""Olive"",""swatch"":""#575A44"",""art"":""nova-bomber-olive""},{""name"":""Ink"",""swatch"":""#1A1D24"",""art"":""nova-bomber-ink""}]",22
nova-quarry-bomber,,,,,,,Color,Charcoal,Size,S,NOVA-022-CHA-S,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,2,NOVA Quarry Bomber — Olive,,,,,,
nova-quarry-bomber,,,,,,,Color,Charcoal,Size,M,NOVA-022-CHA-M,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,3,NOVA Quarry Bomber — Ink,,,,,,
nova-quarry-bomber,,,,,,,Color,Charcoal,Size,L,NOVA-022-CHA-L,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Charcoal,Size,XL,NOVA-022-CHA-XL,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Charcoal,Size,XXL,NOVA-022-CHA-XXL,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Olive,Size,XS,NOVA-022-OLI-XS,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Olive,Size,S,NOVA-022-OLI-S,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Olive,Size,M,NOVA-022-OLI-M,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Olive,Size,L,NOVA-022-OLI-L,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Olive,Size,XL,NOVA-022-OLI-XL,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Olive,Size,XXL,NOVA-022-OLI-XXL,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Ink,Size,XS,NOVA-022-INK-XS,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Ink,Size,S,NOVA-022-INK-S,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Ink,Size,M,NOVA-022-INK-M,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Ink,Size,L,NOVA-022-INK-L,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Ink,Size,XL,NOVA-022-INK-XL,shopify,60,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-quarry-bomber,,,,,,,Color,Ink,Size,XXL,NOVA-022-INK-XXL,shopify,0,deny,manual,6499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-lumen-bomber,NOVA Lumen Bomber,"<p>A matte technical shell jacket. Ribbed collar, cuff and hem with a two-way centre zip and a water-repellent finish.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Jacket,"street, unisex",TRUE,Color,Ink,Size,XS,NOVA-023-INK-XS,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,1,NOVA Lumen Bomber — Ink,active,,Shell bonded to a light mesh backer so it holds structure without bulk.,bomber,"[{""name"":""Ink"",""swatch"":""#1A1D24"",""art"":""nova-bomber-ink""},{""name"":""Charcoal"",""swatch"":""#2C2D32"",""art"":""nova-bomber-charcoal""}]",23
nova-lumen-bomber,,,,,,,Color,Ink,Size,S,NOVA-023-INK-S,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,2,NOVA Lumen Bomber — Charcoal,,,,,,
nova-lumen-bomber,,,,,,,Color,Ink,Size,M,NOVA-023-INK-M,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Ink,Size,L,NOVA-023-INK-L,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Ink,Size,XL,NOVA-023-INK-XL,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Ink,Size,XXL,NOVA-023-INK-XXL,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Charcoal,Size,XS,NOVA-023-CHA-XS,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Charcoal,Size,S,NOVA-023-CHA-S,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Charcoal,Size,M,NOVA-023-CHA-M,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Charcoal,Size,L,NOVA-023-CHA-L,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Charcoal,Size,XL,NOVA-023-CHA-XL,shopify,60,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-lumen-bomber,,,,,,,Color,Charcoal,Size,XXL,NOVA-023-CHA-XXL,shopify,0,deny,manual,6099.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-pivot-bomber,NOVA Pivot Bomber,"<p>A matte technical shell jacket. Ribbed collar, cuff and hem with a two-way centre zip and a water-repellent finish.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,Jacket,"street, unisex",TRUE,Color,Ink,Size,XS,NOVA-024-INK-XS,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,1,NOVA Pivot Bomber — Ink,active,,Shell bonded to a light mesh backer so it holds structure without bulk.,bomber,"[{""name"":""Ink"",""swatch"":""#1A1D24"",""art"":""nova-bomber-ink""},{""name"":""Charcoal"",""swatch"":""#2C2D32"",""art"":""nova-bomber-charcoal""},{""name"":""Olive"",""swatch"":""#575A44"",""art"":""nova-bomber-olive""}]",24
nova-pivot-bomber,,,,,,,Color,Ink,Size,S,NOVA-024-INK-S,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,2,NOVA Pivot Bomber — Charcoal,,,,,,
nova-pivot-bomber,,,,,,,Color,Ink,Size,M,NOVA-024-INK-M,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,3,NOVA Pivot Bomber — Olive,,,,,,
nova-pivot-bomber,,,,,,,Color,Ink,Size,L,NOVA-024-INK-L,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Ink,Size,XL,NOVA-024-INK-XL,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Ink,Size,XXL,NOVA-024-INK-XXL,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-ink.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Charcoal,Size,XS,NOVA-024-CHA-XS,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Charcoal,Size,S,NOVA-024-CHA-S,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Charcoal,Size,M,NOVA-024-CHA-M,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Charcoal,Size,L,NOVA-024-CHA-L,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Charcoal,Size,XL,NOVA-024-CHA-XL,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Charcoal,Size,XXL,NOVA-024-CHA-XXL,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-charcoal.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Olive,Size,XS,NOVA-024-OLI-XS,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Olive,Size,S,NOVA-024-OLI-S,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Olive,Size,M,NOVA-024-OLI-M,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Olive,Size,L,NOVA-024-OLI-L,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Olive,Size,XL,NOVA-024-OLI-XL,shopify,60,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-pivot-bomber,,,,,,,Color,Olive,Size,XXL,NOVA-024-OLI-XXL,shopify,0,deny,manual,7499.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-bomber-olive.png,,,,,,,,,
nova-anchor-tee,NOVA Anchor Tee,"<p>A 240 GSM combed cotton t-shirt. Tubular body, ribbed collar that stays flat, cut boxy but never cropped.</p><p>Made in small batches, so no two pieces read exactly alike.</p>",NØVA,T-Shirt,"minimal, essential",TRUE,Color,Off White,Size,XS,NOVA-025-OFF-XS,shopify,60,deny,manual,1999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-tee-offwhite.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-tee-offwhite.png,1,NOVA Anchor Tee — Off White,active,,"Combed and ring-spun, pre-shrunk twice, so the length you buy is the length you keep.",tee,"[{""name"":""Off White"",""swatch"":""#F0EEEA"",""art"":""nova-tee-offwhite""},{""name"":""Bone"",""swatch"":""#E3DED4"",""art"":""nova-tee-bone""},{""name"":""Grey"",""swatch"":""#8A8C92"",""art"":""nova-tee-grey""}]",25
nova-anchor-tee,,,,,,,Color,Off White,Size,S,NOVA-025-OFF-S,shopify,60,deny,manual,1999.00,,TRUE,TRUE,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-tee-offwhite.png,https://raw.githubusercontent.com/Shivam3-max/nova/main/import/images/nova-tee-bone.png,2,NOVA Anchor Tee — Bone,,,,,,
